"time","siteID","gcc_90","gcc_sd","radiation","max_temp","min_temp","precip"
2016-12-13,"HARV",0.32901,0.000213924186456361,3.612327579,2.42,-3.12,2.6
2016-12-14,"HARV",0.32811,0.00014603454441764,5.534190116,0.64,-5.64,0
2016-12-15,"HARV",0.32955,0.000462707531375751,3.5509090629,-6.91,-10.52,0
2016-12-16,"HARV",0.32874,0.000329109296404083,7.9926175,-8.23,-20.13,0
2016-12-17,"HARV",0.33152,0.000355485296346226,6.4659791847,3.23,-19.47,19.89
2016-12-18,"HARV",0.33194,0.000261830569924404,6.3101798366,7.52,-8.72,18.94
2016-12-19,"HARV",0.32941,0.000295099360644958,4.4896856295,-5.48,-10.2,0
2016-12-20,"HARV",0.3296,0.000368432983965153,8.6385783792,-3.36,-19.73,0
2016-12-21,"HARV",0.32933,0.000474848622925124,8.7451162125,1.68,-18.91,0
2016-12-22,"HARV",0.32927,0.00073531987652744,5.77702104,1.39,-10.34,5.22
2016-12-23,"HARV",0.32933,0.000450692276573792,6.1328213954,2.94,-4.95,0
2016-12-24,"HARV",0.32995,0.000259352927927359,4.5581783296,2.52,-5.32,15.95
2016-12-25,"HARV",0.32969,0.000261996778294568,5.0539245705,3.41,-2.78,0
2016-12-26,"HARV",0.33023,0.000514899540033329,6.48398115,7.74,-11.63,4.58
2016-12-27,"HARV",0.33142,0.000391143652821905,8.6521643376,9.07,-9.83,0
2016-12-28,"HARV",0.32951,0.000210381116751759,2.3117670483,1.59,-1.15,0
2016-12-29,"HARV",0.33074,0.00033315683932922,2.1157944489,-0.59,-3.87,13.35
2016-12-30,"HARV",0.32913,0.00052266120450429,3.364730039,-0.23,-4.14,0
2016-12-31,"HARV",0.32985,0.000322748417217381,NA,NA,NA,NA
2017-01-01,"HARV",0.33002,0.000742106248237721,6.8177933091,2.31,-6.5,0
2017-01-02,"HARV",0.32976,0.000134879538092021,7.925471367,1.95,-9.68,0
2017-01-03,"HARV",0.3301,0.000134008071642364,5.721164256,2.67,-7.82,13.44
2017-01-04,"HARV",0.33048,0.000281504141412979,3.5922872112,4.18,0.21,0
2017-01-05,"HARV",0.32928,0.000362662152332849,4.635933426,-2.68,-7.73,0
2017-01-06,"HARV",0.32916,0.000223753349079942,3.2236183148,-3.94,-7.31,0
2017-01-07,"HARV",0.32927,0.000140932608008216,4.1447874305,-7.7,-13.73,2.89
2017-01-08,"HARV",0.32865,0.000574625734451456,8.116146001,-8.34,-18.81,0
2017-01-09,"HARV",0.32841,0.000179262293290921,8.4682610118,-8.81,-20.11,0
2017-01-10,"HARV",0.32982,0.000100656327801738,7.2174865865,5.63,-20.33,5.19
2017-01-11,"HARV",0.32971,0.000391252893319159,7.2359531745,8.44,-13.75,4.74
2017-01-12,"HARV",0.33217,0.000250503757762355,6.3881029196,9.92,-1.86,5.29
2017-01-13,"HARV",0.32894,0.000263528214808203,3.1212872475,3.86,0.74,0
2017-01-14,"HARV",0.3283,0.000106585024027484,8.4556459602,-1.64,-11.92,0
2017-01-15,"HARV",0.32855,0.000621635730331273,9.1969958233,0.02,-12.2,0
2017-01-16,"HARV",0.32831,0.00030305686406538,9.762326973,2.21,-12.46,0
2017-01-17,"HARV",0.3283,0.000299867464601502,7.4875467664,3.57,-12.02,9.33
2017-01-18,"HARV",0.32792,0.000297877994473973,7.1771749941,0.68,-6.65,1.55
2017-01-19,"HARV",0.33022,0.000306804560538705,5.8337886597,4.61,-1.07,0
2017-01-20,"HARV",0.32969,9.58248827980775e-05,3.5464911878,1.15,-2.07,0
2017-01-21,"HARV",NA,NA,9.3870351401,8.55,-2.74,0
2017-01-22,"HARV",NA,NA,5.6769034384,5,-0.33,0.53
2017-01-23,"HARV",NA,NA,1.0393374442,-0.71,-1.44,12.05
2017-01-24,"HARV",NA,NA,2.5192491834,0.53,-2.35,4.64
2017-01-25,"HARV",NA,NA,3.9188390868,2.31,-2.32,2.02
2017-01-26,"HARV",NA,NA,7.89499872,6.11,-1.45,0
2017-01-27,"HARV",NA,NA,3.4005852552,2.88,0.04,0
2017-01-28,"HARV",NA,NA,2.7169954812,0.78,-1.35,0
2017-01-29,"HARV",NA,NA,6.4867845902,1.52,-4.01,0
2017-01-30,"HARV",0.32939,0.000502268103055472,8.916701976,-1.41,-9.48,0
2017-01-31,"HARV",0.3284,0.000217323323503886,9.4925695889,-4.33,-12.93,1.89
2017-02-01,"HARV",0.32916,0.000285092397482011,11.619836286,1.26,-11.91,0
2017-02-02,"HARV",0.32875,0.000285415775488946,10.5019698243,0.29,-9.62,0
2017-02-03,"HARV",0.32894,0.000194108759751442,9.9075935924,-2.51,-11.3,0
2017-02-04,"HARV",0.32869,0.000316794207326959,11.0638685286,-1.72,-12.35,0
2017-02-05,"HARV",0.32899,0.000131323939717235,11.991637958,1.07,-11.8,0
2017-02-06,"HARV",0.32886,0.00021322443479075,8.145445109,-0.02,-6.71,0
2017-02-07,"HARV",NA,NA,2.4203567016,-1.35,-3.63,13.67
2017-02-08,"HARV",0.32956,0.000132442247714201,8.804890293,6,-5.25,3.68
2017-02-09,"HARV",0.33285,0.000349271907994739,2.426193393,-2.96,-4.99,20.52
2017-02-10,"HARV",0.32826,0.000169604029842369,10.2968473725,-5.12,-19,5.43
2017-02-11,"HARV",0.32894,7.18122523796444e-05,13.7752180459,-5.38,-18.31,0
2017-02-12,"HARV",0.33093,0.000351469166644883,9.2071579664,-2.97,-12.39,16.79
2017-02-13,"HARV",0.32898,0.00045106659311965,8.8577340257,-2.88,-8.55,0
2017-02-14,"HARV",0.32874,8.35820506070106e-05,14.3194010245,0.77,-11.85,0
2017-02-15,"HARV",0.32988,0.000204609034851495,15.2551697927,4.34,-11.93,1.97
2017-02-16,"HARV",0.32967,0.000215472522989045,6.5484351756,-0.05,-3.82,0
2017-02-17,"HARV",0.32883,0.000169774880957353,14.8474426474,1.43,-10.69,0
2017-02-18,"HARV",0.33036,0.000183035738675962,15.904368193,7.27,-9.64,0
2017-02-19,"HARV",0.33015,0.000108894444302724,16.112562151,12.34,-6.55,0
2017-02-20,"HARV",0.32906,0.000112641022722625,12.271348619,5.57,-2.74,0
2017-02-21,"HARV",0.32983,0.000144244124133142,16.1137112705,5.42,-9.58,0
2017-02-22,"HARV",0.33018,0.000272366907396794,16.880007924,11.9,-8.45,0
2017-02-23,"HARV",0.33006,0.000195880905091818,16.4205082464,16.68,-1.32,0
2017-02-24,"HARV",0.33048,9.88763400022711e-05,16.858374698,19.61,-1.25,0.86
2017-02-25,"HARV",0.33012,0.000191630345686046,11.7516746256,18.07,2.55,10.58
2017-02-26,"HARV",0.32807,0.000471969103104977,8.396575126,3.01,-2.75,0
2017-02-27,"HARV",0.32762,0.000256456086864398,16.511717243,9.76,-6.01,0
2017-02-28,"HARV",0.32804,0.000129425102444833,16.8030464646,12.07,-4.58,0.43
2017-03-01,"HARV",0.33012,0.000504142351131189,15.3699601545,13.6,-0.04,0
2017-03-02,"HARV",0.32729,0.000181340694128316,4.2170199551,5.87,3.13,0
2017-03-03,"HARV",0.32674,0.000372427921529378,11.4067306861,-0.52,-8.41,0
2017-03-04,"HARV",0.32654,0.000287848852060681,11.3052993144,-7.94,-15.47,0
2017-03-05,"HARV",0.3271,0.000268719074917448,16.4690002855,-3.83,-16.61,0
2017-03-06,"HARV",0.32736,0.000286281793528902,19.5295735805,5.33,-15.73,0
2017-03-07,"HARV",0.32838,0.000183460184191753,19.426982781,9.36,-10.72,1.55
2017-03-08,"HARV",0.32791,0.000178957621251743,14.9834746203,11.11,-0.35,0.69
2017-03-09,"HARV",0.32758,0.00026092839271043,8.1576965886,6.22,0.75,0
2017-03-10,"HARV",0.32775,0.000105367841587531,4.1304507144,-0.36,-2.69,0.96
2017-03-11,"HARV",0.32824,0.000159286183215194,13.7413399104,-6.99,-16.22,0
2017-03-12,"HARV",0.32677,4.82565423290006e-05,15.370115683,-6.16,-16.63,0
2017-03-13,"HARV",0.32685,0.000210406502576631,14.5677660072,-1.05,-16.77,2.75
2017-03-14,"HARV",0.33503,0.000976559391382804,11.9486450406,-3.14,-13.6,31.13
2017-03-15,"HARV",0.32957,0.000181564016933136,12.5056855364,-5.34,-12.95,0
2017-03-16,"HARV",0.32941,0.000164362218211821,16.3349808597,-2.3,-12.74,0
2017-03-17,"HARV",0.32965,0.000215291544143265,20.0611467537,3.58,-10.91,0
2017-03-18,"HARV",0.32989,0.000144619274973564,20.475439462,2.87,-12.25,0
2017-03-19,"HARV",0.32958,0.00031086580870273,19.9048175668,3.52,-10.56,0
2017-03-20,"HARV",0.33001,0.000219532713382082,22.2674576444,9.42,-8.72,0
2017-03-21,"HARV",NA,0.0127046458303043,22.3361775354,9.96,-7.78,0
2017-03-22,"HARV",NA,NA,8.2317237955,0.14,-4.38,0
2017-03-23,"HARV",NA,NA,20.3562307424,1.51,-11.76,0
2017-03-24,"HARV",NA,NA,20.8595186436,2.99,-10.41,1.94
2017-03-25,"HARV",NA,NA,11.2232049226,3.95,-4.19,4.13
2017-03-26,"HARV",NA,NA,11.7957125369,2.79,-5.45,2.36
2017-03-27,"HARV",0.33019,0.000759773096095826,12.4575420128,3.8,-4.78,13.4
2017-03-28,"HARV",0.33111,0.000375727533172208,7.620302382,4.79,-0.1,13.05
2017-03-29,"HARV",0.32971,0.000129541340025147,11.3724373852,6.37,1.02,0
2017-03-30,"HARV",0.32914,0.00021187426864601,20.1979860189,7.74,-2.74,0
2017-03-31,"HARV",0.33041,0.000137586616874093,5.8651978892,0.71,-2.56,26.63
2017-04-01,"HARV",0.3312,0.000153048953086317,6.5696499968,2.02,-1.68,8.2
2017-04-02,"HARV",0.33022,0.000183421913541828,21.816996424,10.69,-0.71,0
2017-04-03,"HARV",0.33073,0.000149606782559334,19.2500317152,13.62,-3.38,8.44
2017-04-04,"HARV",0.32785,0.000214147894727748,11.321939181,4.11,-2.58,12.11
2017-04-05,"HARV",0.32974,0.000134044713831324,18.325175092,8.15,-0.06,0
2017-04-06,"HARV",0.32919,0.000458504331539874,12.3132081705,7.03,0.2,13.72
2017-04-07,"HARV",0.32811,0.000244355291678789,14.3745498624,7.18,1.46,0
2017-04-08,"HARV",0.32665,0.000122886933265283,17.0760632914,6.89,-0.06,0
2017-04-09,"HARV",0.32791,0.000124083743940151,27.786318112,17.26,-2.34,0
2017-04-10,"HARV",0.32837,0.000136247074486476,28.3860617706,23.86,-1.55,0
2017-04-11,"HARV",0.32869,0.000109017924008398,28.065538125,27.82,2.49,0
2017-04-12,"HARV",0.33074,0.000542612465159933,17.1164226168,18.39,6.2,4.82
2017-04-13,"HARV",0.32742,0.00011195446596263,19.1633881141,11.75,2.85,0
2017-04-14,"HARV",0.328,0.000277439182524743,27.5840697971,15.5,-2.37,0
2017-04-15,"HARV",0.32806,9.6413355413263e-05,28.3377415464,18.47,-1.87,0
2017-04-16,"HARV",0.32952,0.000262648551552552,28.9686244282,26.89,0.91,0.67
2017-04-17,"HARV",0.32853,0.000120636874587358,16.0678607821,18.46,10.63,0
2017-04-18,"HARV",0.32826,0.000218853651594688,24.5352170348,14.31,1,0
2017-04-19,"HARV",0.32849,0.000178045607548586,15.7403125752,11.29,1.27,2.78
2017-04-20,"HARV",0.32897,0.00023733957073513,19.6336171187,15.97,1.28,8.05
2017-04-21,"HARV",0.32434,0.000224230089553623,5.882633232,7.37,4.19,4.32
2017-04-22,"HARV",0.32998,0.000153039992105572,18.59527047,10.85,2.63,0
2017-04-23,"HARV",0.32887,0.000112464396180138,28.83649065,18.62,-0.2,0
2017-04-24,"HARV",0.3293,0.000110437305143453,29.5342850132,21.58,-0.1,0
2017-04-25,"HARV",0.33032,0.000175118893723024,11.5057549056,9.74,2.98,9.99
2017-04-26,"HARV",0.33239,0.000373230976250168,13.4764142058,13.48,6.85,1.82
2017-04-27,"HARV",0.33182,0.000144643144267793,18.5425301306,17.47,7.54,0
2017-04-28,"HARV",0.33216,0.000280952885875254,22.7472655242,25.66,10.86,0
2017-04-29,"HARV",0.33397,0.000317946687868474,21.8100978816,24.91,11.31,0
2017-04-30,"HARV",0.33392,0.000296953425881667,12.0525151285,14.39,6.03,3.43
2017-05-01,"HARV",0.33509,0.000317500763296535,6.727695648,10.56,6.22,13.12
2017-05-02,"HARV",0.33334,0.000365029718667129,15.759027258,18.18,6.26,3.43
2017-05-03,"HARV",0.33259,0.000301218630342311,14.9043751377,13.31,5.98,0
2017-05-04,"HARV",0.33339,0.000313968785657665,26.9188670192,18.38,-0.44,0
2017-05-05,"HARV",0.33966,0.000668929667148833,14.0395667217,11.39,1.71,23.72
2017-05-06,"HARV",0.33969,0.000743000734473776,15.7052225724,17.68,5.98,2.58
2017-05-07,"HARV",0.33792,0.00070336838665591,14.20360445,16.18,8.91,1.28
2017-05-08,"HARV",0.33599,0.000109093062687465,10.3823864536,7.89,2.97,0
2017-05-09,"HARV",0.33639,0.000102012692287552,20.5067325257,9.71,-0.69,0
2017-05-10,"HARV",0.33718,0.000399964520875516,21.0677149724,11.51,1.07,0
2017-05-11,"HARV",0.33945,0.000325779745301913,21.0639573422,14.34,4.18,0
2017-05-12,"HARV",0.34002,0.000151989392755557,22.1580235102,14.38,3.57,0
2017-05-13,"HARV",0.34461,0.00111201033910918,10.4326759068,10.56,4.58,34.21
2017-05-14,"HARV",0.34965,0.000576648624663695,13.28822361,8.98,1.44,9.67
2017-05-15,"HARV",0.35202,0.000719315784872919,17.994438,14.2,2.84,4.72
2017-05-16,"HARV",0.34827,0.00104813898128141,28.7550646947,23.58,4.91,0
2017-05-17,"HARV",0.36057,0.00110765899489852,28.9013953046,31.13,8.34,0
2017-05-18,"HARV",0.38374,0.00343269612463463,20.8629343248,33.07,12.22,11
2017-05-19,"HARV",0.40377,0.00453512417290568,24.8177244975,29.92,15.14,0
2017-05-20,"HARV",0.40754,0.00109031985870464,22.62977658,20.7,9.62,0
2017-05-21,"HARV",0.41523,0.00093728298691005,19.9026100999,19.62,4.9,2.63
2017-05-22,"HARV",0.44194,0.00121407102455048,6.3811457508,10.41,6.99,4.75
2017-05-23,"HARV",0.42215,0.00063927487620503,20.2541078915,17.53,8.44,0
2017-05-24,"HARV",0.4276,0.000372969876772364,22.3999827079,20.1,9.79,0
2017-05-25,"HARV",0.43784,0.000685685932747162,6.5022516672,12.55,9.25,35.43
2017-05-26,"HARV",0.43584,0.00119885282649365,9.535197906,13.23,8.27,10.79
2017-05-27,"HARV",0.43866,0.00223855951642377,24.5658643616,19.89,8.3,0
2017-05-28,"HARV",0.45201,0.00220004307935558,20.5489357696,20.39,11.53,0
2017-05-29,"HARV",0.44909,0.000825490429368853,8.9498999051,12.58,8.16,4.77
2017-05-30,"HARV",0.45148,0.00410148196711026,12.214589374,14.67,8.46,3.32
2017-05-31,"HARV",0.45377,0.00213919263808969,19.597197426,21.1,8.49,12.04
2017-06-01,"HARV",0.43025,0.00519808586826704,26.1026008761,22.04,9.35,0
2017-06-02,"HARV",0.44249,0.00245652152443247,26.7562803096,19.77,6.67,0
2017-06-03,"HARV",0.43906,0.00157354771397732,28.0648132022,18.69,4.6,0
2017-06-04,"HARV",0.45667,0.00150533993720044,20.975079128,20.44,6.03,10.14
2017-06-05,"HARV",0.45312,0.000676815020096754,8.4167216091,13.79,9.62,18.89
2017-06-06,"HARV",0.45458,0.00179601473790598,4.9715539246,9.75,7.58,24.44
2017-06-07,"HARV",0.43706,0.0016927040195968,27.7864227576,21.26,7.22,0
2017-06-08,"HARV",0.44323,0.00030551234986227,29.7293663199,25,7.03,0
2017-06-09,"HARV",0.44148,0.000909098589206891,28.3006464288,23.45,8.04,1.26
2017-06-10,"HARV",0.44195,0.00425630553074146,29.0346789582,26.91,9.3,0
2017-06-11,"HARV",0.4386,0.0011947333405836,28.1962016466,31.27,13.32,0
2017-06-12,"HARV",0.42355,0.000840776997296954,25.8137624924,32.77,17.2,0
2017-06-13,"HARV",0.43484,0.00389896069485191,24.6148785408,32.32,17.94,0
2017-06-14,"HARV",0.41789,0.000357044951723195,24.3031117541,26.76,13.84,0
2017-06-15,"HARV",0.43321,0.00169193530054328,28.016668736,24.63,8.52,0
2017-06-16,"HARV",0.44686,0.000975132397290181,14.8606879692,21.23,12.35,4.19
2017-06-17,"HARV",0.44276,0.00102017643532072,16.4380593825,20.82,13.93,0
2017-06-18,"HARV",0.43842,0.00163420798716263,22.781130885,25.25,14.61,0
2017-06-19,"HARV",0.44568,0.000590457361297323,13.9374428922,28.44,19.89,19.82
2017-06-20,"HARV",0.43528,0.000473639439632628,19.3715833542,27.55,18.83,0.43
2017-06-21,"HARV",0.42503,0.00106987745321506,25.97614164,25.6,12.45,0
2017-06-22,"HARV",0.42257,0.00150640142643023,28.2432309912,26.13,10.2,0
2017-06-23,"HARV",0.43627,0.00185724947221445,20.4470414589,28.76,13.15,2.41
2017-06-24,"HARV",0.43893,0.000829807336626017,14.8034574559,27.76,18.18,4.63
2017-06-25,"HARV",0.4208,0.00153781864446536,18.9627387957,26.43,12.91,6.03
2017-06-26,"HARV",0.42242,0.000759807413837519,19.6696975316,24.51,10.4,3.58
2017-06-27,"HARV",0.43173,0.00231645139903294,16.7696314341,21.94,11.13,5.21
2017-06-28,"HARV",0.42098,0.000737987879165981,26.5889597688,22.25,7.79,0
2017-06-29,"HARV",0.42268,0.00057678947597181,24.725309029,23.52,10.33,0
2017-06-30,"HARV",0.43266,0.00241478296282525,18.2909924736,26.24,12.85,29.44
2017-07-01,"HARV",0.4293,0.00192123330595698,11.510732751,27.33,19.67,5.42
2017-07-02,"HARV",0.42355,0.00173535726651574,13.0944385796,28.27,19.43,3.64
2017-07-03,"HARV",0.41099,0.000661188041424252,21.6100861602,27.36,16.16,0
2017-07-04,"HARV",0.41677,0.00153973126465203,26.4154130544,26.76,11.6,0
2017-07-05,"HARV",0.41904,0.00200156640995732,26.4958485237,27.95,12.05,0
2017-07-06,"HARV",0.42144,0.000692220141933149,23.4598438754,26.95,13.78,0
2017-07-07,"HARV",0.43417,0.00156985770835761,9.8545564878,21.75,15.48,9.94
2017-07-08,"HARV",0.42473,0.0013607459538872,13.720525105,24.64,15.57,11.28
2017-07-09,"HARV",0.41416,0.00287068266075781,25.4847402097,26.66,12.12,0
2017-07-10,"HARV",0.41781,0.000816317939260917,18.8121546994,26.56,12.45,2.58
2017-07-11,"HARV",0.43396,0.00176282801133605,17.4113576295,26.69,14.28,5.14
2017-07-12,"HARV",0.42706,0.000975930095355405,15.5000545952,27.59,16.95,2.47
2017-07-13,"HARV",0.43216,0.00072937847626088,11.1027211092,24.45,17.58,2.66
2017-07-14,"HARV",0.42762,0.000666061565151024,9.1394147922,18.03,12.86,2.13
2017-07-15,"HARV",0.4279,0.00250241979226802,21.6374411275,23.46,13.16,0
2017-07-16,"HARV",0.41905,0.00259581296958414,25.411565388,27.99,13.73,0
2017-07-17,"HARV",0.41927,0.000646226290055735,25.113806256,29.39,14.81,0
2017-07-18,"HARV",0.42074,0.00085344181920944,21.6091427505,29.29,17.69,0
2017-07-19,"HARV",0.41912,0.000791463209401886,22.505714946,30.08,17.49,0
2017-07-20,"HARV",0.41755,0.000540050498394655,23.1271760268,30.8,17.34,0
2017-07-21,"HARV",0.41059,0.00149553955863045,24.8699459421,30.31,15.13,0
2017-07-22,"HARV",0.4177,0.000461024890204151,23.6276600769,28.93,15.31,0
2017-07-23,"HARV",0.41707,0.000641530012977579,17.7512789124,25.13,16.36,1.47
2017-07-24,"HARV",0.43157,0.00333725341524299,6.2402511535,18.28,14.69,22.23
2017-07-25,"HARV",0.42184,0.00152654740830278,10.9809209208,15.9,11.26,0
2017-07-26,"HARV",0.41435,0.00196618629092267,25.0540634184,22.57,9.1,0
2017-07-27,"HARV",0.4239,0.000821225300563559,16.7546471004,21.9,10.72,2.33
2017-07-28,"HARV",0.41428,0.000807098460473046,19.899411584,23.97,14.29,0
2017-07-29,"HARV",0.41294,0.000524546882790174,21.038394936,24.14,13.71,0
2017-07-30,"HARV",0.40221,0.000415423673089613,25.884245655,24.18,9.23,0
2017-07-31,"HARV",0.40558,0.000527155169813611,26.9095636566,27.76,9.78,0
2017-08-01,"HARV",0.41448,0.00365957661965179,26.3256156352,30.06,11.85,0
2017-08-02,"HARV",0.42102,0.00414314447062733,17.3355442624,29.54,15.45,17.68
2017-08-03,"HARV",0.40602,0.00440390230016377,22.3853035466,28.7,15.5,0
2017-08-04,"HARV",0.4207,0.00097623602448907,16.4775842136,28.51,15.68,7.59
2017-08-05,"HARV",0.4324,0.000846735393455718,9.1717898206,24.62,18.61,34.47
2017-08-06,"HARV",0.41013,0.00104104272687708,18.6999545616,21.67,12.23,0
2017-08-07,"HARV",0.41494,0.000460904180134336,20.1443668664,21.24,10.77,1.9
2017-08-08,"HARV",0.42591,0.00163795268240444,20.2164423021,22.08,11.5,0
2017-08-09,"HARV",0.40447,0.00206336289061506,25.0282605966,25.39,9.32,0
2017-08-10,"HARV",0.41304,0.000725482603344215,24.5312060502,27.27,11.14,0
2017-08-11,"HARV",0.41032,0.000483213689156003,16.0479591012,27.05,14.29,3.36
2017-08-12,"HARV",0.4141,0.00159601865622567,14.208685179,25.63,14.93,6.15
2017-08-13,"HARV",0.40505,0.0019250872722332,15.9821469144,25.02,16.27,0
2017-08-14,"HARV",0.41031,0.000177308604485197,15.348738567,25.42,13.21,3.37
2017-08-15,"HARV",0.4225,0.00126536185435194,13.5660133851,23.69,13.59,5.43
2017-08-16,"HARV",0.40841,0.00106085106862175,14.8684364403,24.67,16.64,0
2017-08-17,"HARV",0.40373,0.0014342461185485,23.616156476,25.67,9.68,0
2017-08-18,"HARV",0.42861,0.000985632883595354,16.389944382,24.44,10.66,12.41
2017-08-19,"HARV",0.41469,0.000612862746894132,15.9720182748,26.18,17.08,0
2017-08-20,"HARV",0.41409,0.00165731253269273,17.3297828488,26.47,16.42,0
2017-08-21,"HARV",0.41323,0.00112760378426366,21.5353521702,26.77,12.74,0
2017-08-22,"HARV",0.41321,0.00091854857025546,16.5996432406,28.94,13.15,32.34
2017-08-23,"HARV",0.40758,0.00304555556300437,14.976981488,25.73,16.91,0
2017-08-24,"HARV",0.40746,0.00217375505303892,20.1052493912,22.76,9.9,0
2017-08-25,"HARV",0.40912,0.000854894039501684,17.954160276,21.61,10.76,0
2017-08-26,"HARV",0.40165,0.00157606256026769,20.8286015784,21.18,7.45,0
2017-08-27,"HARV",0.40516,0.00299690892516178,21.2098689634,22.25,7.55,0
2017-08-28,"HARV",0.40236,0.000932435669608989,20.592018944,22.54,8.25,0
2017-08-29,"HARV",0.40906,0.0012677079958954,17.1876259632,19.05,8.46,1.74
2017-08-30,"HARV",0.41161,0.00124632489949532,17.4575124976,20.31,9.44,0
2017-08-31,"HARV",0.40861,0.000741299025291386,20.6822902624,21.46,7.08,0
2017-09-01,"HARV",0.39607,0.000848732572481951,20.9103358338,19.28,4.67,0
2017-09-02,"HARV",0.40002,0.00065556219835983,16.5131391823,18.69,1.93,6.36
2017-09-03,"HARV",0.41908,0.000716738759227928,14.3177999517,17.19,4.46,22.08
2017-09-04,"HARV",0.40766,0.00243111157913496,15.2140093012,19.58,9.95,0
2017-09-05,"HARV",0.41061,0.00100775108280664,13.4715267075,25.56,12.41,2.48
2017-09-06,"HARV",0.4265,0.00298457334652985,6.045441573,22.54,17.47,40.07
2017-09-07,"HARV",0.41351,0.00141185476734741,6.8096468544,19.27,13.74,3.1
2017-09-08,"HARV",0.40571,0.00111916644564658,16.5319564916,18.69,7.83,0
2017-09-09,"HARV",0.40412,0.000576214676548066,17.95947409,18.4,6.09,0
2017-09-10,"HARV",0.4048,0.00249752642886059,18.1797689016,19.88,6.93,0
2017-09-11,"HARV",0.39711,0.000694204144532224,19.5678380845,22.13,6.42,0
2017-09-12,"HARV",0.39589,0.00205227737155481,20.331354085,24.95,6.24,0
2017-09-13,"HARV",0.40251,0.00140516416006625,19.7441439726,25.93,7.68,0
2017-09-14,"HARV",0.41104,0.000387806055041077,13.3583592096,24.54,9.57,6.48
2017-09-15,"HARV",0.41185,0.0012439447320225,10.199724288,25.17,17.66,0
2017-09-16,"HARV",0.41354,0.00121466870010732,12.3323676476,27.11,17.67,0
2017-09-17,"HARV",0.4106,0.00192600746432953,15.3966357974,28.1,15.27,0
2017-09-18,"HARV",0.41338,0.00126849724622226,13.2663220416,24.89,14.62,0
2017-09-19,"HARV",0.41465,0.000894567029235898,8.2692077376,21.37,15.47,0.4
2017-09-20,"HARV",0.42585,0.00179882881126719,7.5215454125,21.23,15.93,0.37
2017-09-21,"HARV",0.41228,0.000582034389894971,4.8992124516,21.13,17.82,0
2017-09-22,"HARV",0.41367,0.00157527763668918,10.8592789149,22.23,14.41,0
2017-09-23,"HARV",0.3977,0.00627755360188106,12.6917533764,25.04,15.27,0
2017-09-24,"HARV",0.3989,0.00339417245031083,16.708674591,30.22,13.34,0
2017-09-25,"HARV",0.40118,0.000292086392727097,16.41257908,30.76,13.83,0
2017-09-26,"HARV",0.39869,0.00250828060826455,14.9686742556,30.01,15.69,0
2017-09-27,"HARV",0.39746,0.00350242788094551,14.604775358,29.34,15.49,0
2017-09-28,"HARV",0.39896,0.0040782111424556,12.0051528487,25.02,15.02,0
2017-09-29,"HARV",0.394,0.00397754151327123,12.212508516,19.24,3.48,2.55
2017-09-30,"HARV",0.41432,0.00103025944820334,10.4133704895,14.53,3.02,2.78
2017-10-01,"HARV",0.39081,0.00133141492083744,14.2678356478,13.77,1.73,0
2017-10-02,"HARV",0.38996,0.00069447715438248,15.5991986928,16.72,1.92,0
2017-10-03,"HARV",0.38922,0.00237863272542211,16.1277339564,19.31,2.17,0
2017-10-04,"HARV",0.3871,0.00254006904164564,14.9649551604,20.68,5.43,0
2017-10-05,"HARV",0.40046,0.00162413508234823,14.9613316534,22.42,6.32,0
2017-10-06,"HARV",0.40503,0.000965684409723831,12.4782087877,20.11,8.2,0
2017-10-07,"HARV",0.40249,0.00137563412093982,12.198088591,20.57,8.61,0
2017-10-08,"HARV",0.41693,0.00284855333308482,6.496968714,21.98,13.88,12.89
2017-10-09,"HARV",0.41893,0.000989842273355933,2.9329058136,21.5,18.03,22.83
2017-10-10,"HARV",0.40155,0.00426680012799345,6.5177332155,21.89,15.96,0
2017-10-11,"HARV",0.40279,0.000438011881303766,11.8822557568,21.21,9.27,2
2017-10-12,"HARV",0.38784,0.00925907654662855,10.4872096,16.84,7.22,0
2017-10-13,"HARV",0.38536,0.0059480426365764,13.495049522,15.1,0.75,0
2017-10-14,"HARV",0.40441,0.00146158359741922,13.7981387167,18.6,2.38,0
2017-10-15,"HARV",0.40444,0.00179655203779066,7.0137621926,20.42,11.34,2.43
2017-10-16,"HARV",0.39619,0.000825456045876143,8.8665057579,18.24,9.8,0
2017-10-17,"HARV",0.38114,0.0015136720050181,12.3654821088,11.49,-1.7,0
2017-10-18,"HARV",0.38095,0.00213887793814553,13.5331501522,16.3,-1.6,0
2017-10-19,"HARV",0.3802,0.0026954321124935,12.8313820281,19.68,2.58,0
2017-10-20,"HARV",0.37724,0.000269172958583601,11.7653381255,18.92,4.13,0
2017-10-21,"HARV",0.37589,0.000934708598048243,11.8826425584,20.46,4.24,0
2017-10-22,"HARV",0.3773,0.00141734238226741,12.194013006,22.91,4.26,0
2017-10-23,"HARV",0.37952,0.00175747923563081,8.5948395777,21.28,4.44,5.62
2017-10-24,"HARV",0.38336,0.000846600042908726,7.0503153165,20.27,8.02,63.71
2017-10-25,"HARV",0.37812,0.00197525017790307,3.2117592612,19.84,14.79,32.35
2017-10-26,"HARV",0.37951,0.000978121669323405,3.426359864,14.33,9.23,34.95
2017-10-27,"HARV",0.36082,0.000940881501571799,7.179227968,11.83,3.7,0
2017-10-28,"HARV",0.36306,0.000798049995876433,9.7253896992,15.38,2.68,0
